Protein IDs	Majority protein IDs	Fasta headers	Peptides	Razor + unique peptides	Unique peptides	LFQ intensity 736_m_wt	LFQ intensity 736_sc_wt	LFQ intensity 737_m_midy	LFQ intensity 737_sc_midy	LFQ intensity 738_m_wt	LFQ intensity 738_sc_wt	LFQ intensity 739_m_midy	LFQ intensity 739_sc_midy	LFQ intensity 740_m_midy	LFQ intensity 740_sc_midy	LFQ intensity 741_m_wt	LFQ intensity 741_sc_wt	LFQ intensity 743_m_wt	LFQ intensity 743_sc_midy	LFQ intensity 744_m_midy	LFQ intensity 744_sc_midy	LFQ intensity 745_m_wt	LFQ intensity 745_sc_wt	Only identified by site	Reverse	Potential contaminant	gene_name	alt_gene_names	bp_annotation	bp_annotation_id	cc_annotation	cc_annotation_id	kegg_annotation	kegg_annotation_id	mf_annotation	mf_annotation_id
XP_001927830.4;XP_020924489.1	XP_001927830.4;XP_020924489.1	XP_001927830.4 78 kDa glucose-regulated protein isoform X2 [Sus scrofa];XP_020924489.1 78 kDa glucose-regulated protein isoform X1 [Sus scrofa]	35	35	34	1532300000	1430000000	1650100000	1473000000	1502100000	1480300000	1720200000	1409100000	1329500000	1316200000	1641200000	1209500000	1535000000	1478700000	1802500000	1392900000	1800900000	1404700000	NA	NA	NA	HSPA5	HSPA5;HSPA5;NA;NA;NA	protein refolding;cerebellar Purkinje cell layer development;cellular response to unfolded protein;cellular response to calcium ion;cellular response to cAMP;toxin transport;regulation of IRE1-mediated unfolded protein response;maintenance of protein localization in endoplasmic reticulum;cellular response to drug;neuron apoptotic process;positive regulation of neuron projection development;chaperone mediated protein folding requiring cofactor;regulation of protein folding in endoplasmic reticulum;positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress;negative regulation of apoptotic process;cerebellum structural organization;ubiquitin-dependent ERAD pathway;endoplasmic reticulum unfolded protein response;IRE1-mediated unfolded protein response;ATF6-mediated unfolded protein response;cellular response to gamma radiation;negative regulation of protein homodimerization activity;stress response to metal ion;response to methamphetamine hydrochloride;positive regulation of protein ubiquitination;cellular response to glucose starvation;response to cocaine;luteolysis;neuron differentiation;positive regulation of cell migration;protein folding in endoplasmic reticulum;cellular response to manganese ion;response to unfolded protein;negative regulation of transforming growth factor beta receptor signaling pathway;cellular response to antibiotic;cellular response to nerve growth factor stimulus;substantia nigra development;cellular response to heat;cellular response to interleukin-4	GO:004202; GO:002168; GO:003462; GO:007127; GO:007132; GO:190199; GO:190389; GO:003543; GO:003569; GO:005140; GO:001097; GO:005108; GO:006090; GO:199044; GO:004306; GO:002158; GO:003043; GO:003096; GO:003649; GO:003650; GO:007148; GO:009007; GO:009750; GO:190431; GO:003139; GO:004214; GO:004222; GO:000155; GO:003018; GO:003033; GO:003497; GO:007128; GO:000698; GO:003051; GO:007123; GO:199009; GO:002176; GO:003460; GO:007135	plasma membrane;endoplasmic reticulum;integral component of endoplasmic reticulum membrane;membrane;mitochondrion;cytosol;intracellular membrane-bounded organelle;endoplasmic reticulum-Golgi intermediate compartment;midbody;nucleus;endoplasmic reticulum chaperone complex;melanosome;extracellular exosome;macromolecular complex;COP9 signalosome;focal adhesion;cell surface	GO:000588; GO:000578; GO:003017; GO:001602; GO:000573; GO:000582; GO:004323; GO:000579; GO:003049; GO:000563; GO:003466; GO:004247; GO:007006; GO:003299; GO:000818; GO:000592; GO:000998	 Protein processing in endoplasmic reticulum; Prion diseases; Antigen processing and presentation; Protein export; Thyroid hormone synthesis	hsa0414; hsa0502; hsa0461; hsa0306; hsa0491	misfolded protein binding;protein domain specific binding;unfolded protein binding;enzyme binding;ribosome binding;protein binding;heat shock protein binding;ATPase activity;ATPase activity, coupled;ATP binding;protein binding involved in protein folding;calcium ion binding;ubiquitin protein ligase binding;cadherin binding	GO:005178; GO:001990; GO:005108; GO:001989; GO:004302; GO:000551; GO:003107; GO:001688; GO:004262; GO:000552; GO:004418; GO:000550; GO:003162; GO:004529
XP_020929234.1;XP_001927831.1;XP_001927836.1	XP_020929234.1;XP_001927831.1;XP_001927836.1	XP_020929234.1 dihydropyrimidinase-related protein 2 isoform X2 [Sus scrofa];XP_001927831.1 dihydropyrimidinase-related protein 2 isoform X3 [Sus scrofa];XP_001927836.1 dihydropyrimidinase-related protein 2 isoform X1 [Sus scrofa]	25	25	23	653630000	1657500000	783420000	788390000	785960000	1550100000	651540000	885280000	709620000	1188600000	743350000	1796500000	870720000	1264400000	1004000000	1414600000	797770000	1981800000	NA	NA	NA	DPYSL2	DPYSL2;DPYSL2;DPYSL2;NA;NA	regulation of axon extension;cytoskeleton organization;brain development;nucleobase-containing compound metabolic process;axon guidance;signal transduction;endocytosis;nervous system development	GO:003051; GO:000701; GO:000742; GO:000613; GO:000741; GO:000716; GO:000689; GO:000739	extracellular exosome;plasma membrane;cytosol;membrane;microtubule	GO:007006; GO:000588; GO:000582; GO:001602; GO:000587	 Axon guidance	hsa0436	dihydropyrimidinase activity;protein binding;identical protein binding;microtubule binding	GO:000415; GO:000551; GO:004280; GO:000801
XP_005656359.1;XP_001927834.3	XP_005656359.1;XP_001927834.3	XP_005656359.1 signal recognition particle 54 kDa protein [Sus scrofa];XP_001927834.3 signal recognition particle 54 kDa protein [Sus scrofa]	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1592400	NA	NA	NA	SRP54	SRP54;SRP54;NA;NA;NA	response to drug;protein targeting to ER;SRP-dependent cotranslational protein targeting to membrane	GO:004249; GO:004504; GO:000661	nucleolus;cytoplasm;cytosol;nucleus;signal recognition particle, endoplasmic reticulum targeting;nuclear speck	GO:000573; GO:000573; GO:000582; GO:000563; GO:000578; GO:001660	 Protein export	hsa0306	GTPase activity;endoplasmic reticulum signal peptide binding;ribonucleoprotein complex binding;RNA binding;GTP binding;drug binding;GDP binding;7S RNA binding;protein binding	GO:000392; GO:003094; GO:004302; GO:000372; GO:000552; GO:000814; GO:001900; GO:000831; GO:000551
XP_001927837.1;XP_005671157.1	XP_001927837.1;XP_005671157.1	XP_001927837.1 annexin A7 isoform X2 [Sus scrofa];XP_005671157.1 annexin A7 isoform X1 [Sus scrofa]	10	10	10	121740000	125740000	108570000	112600000	107790000	140220000	126080000	114250000	119820000	117920000	137030000	173650000	187710000	122910000	132020000	124980000	129060000	126230000	NA	NA	NA	ANXA7	ANXA7;ANXA7;NA;NA;NA	hemostasis;response to salt stress;response to organic cyclic compound;cellular water homeostasis;cell proliferation;social behavior;response to calcium ion;autophagy;regulation of cell shape;membrane fusion;negative regulation of gene expression;cellular calcium ion homeostasis;epithelial cell differentiation	GO:000759; GO:000965; GO:001407; GO:000999; GO:000828; GO:003517; GO:005159; GO:000691; GO:000836; GO:006102; GO:001062; GO:000687; GO:003085	plasma membrane;cytosol;extracellular exosome;nuclear envelope;endoplasmic reticulum membrane;chromaffin granule membrane;membrane	GO:000588; GO:000582; GO:007006; GO:000563; GO:000578; GO:004258; GO:001602	"NA"	"NA"	RNA binding;calcium ion binding;protein binding;integrin binding;calcium-dependent protein binding;calcium-dependent phospholipid binding;identical protein binding	GO:000372; GO:000550; GO:000551; GO:000517; GO:004830; GO:000554; GO:004280
XP_001927840.1	XP_001927840.1	XP_001927840.1 carbonic anhydrase 2 [Sus scrofa]	7	7	7	395600000	63819000	68946000	160290000	98668000	0	85838000	128880000	178100000	85176000	113500000	101090000	272100000	123660000	195380000	61758000	139030000	30741000	NA	NA	NA	LOC100154873	LOC100154873;NA;NA;NA;NA	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
XP_005673502.1;XP_003360278.1;XP_005673501.1;XP_020935251.1;XP_005673500.1;XP_020935250.1;XP_003360279.1;XP_013841372.1;XP_001927851.3	XP_005673502.1;XP_003360278.1;XP_005673501.1;XP_020935251.1;XP_005673500.1;XP_020935250.1;XP_003360279.1;XP_013841372.1;XP_001927851.3	XP_005673502.1 neuronal membrane glycoprotein M6-b isoform X9 [Sus scrofa];XP_003360278.1 neuronal membrane glycoprotein M6-b isoform X8 [Sus scrofa];XP_005673501.1 neuronal membrane glycoprotein M6-b isoform X7 [Sus scrofa];XP_020935251.1 neuronal membran	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5421400	NA	NA	NA	GPM6B	GPM6B;GPM6B;GPM6B;GPM6B;GPM6B	protein transport;positive regulation of bone mineralization;nervous system development;regulation of actin cytoskeleton organization;ossification;regulation of focal adhesion assembly;negative regulation of protein localization to cell surface;neuron projection development;negative regulation of serotonin uptake;extracellular matrix assembly	GO:001503; GO:003050; GO:000739; GO:003295; GO:000150; GO:005189; GO:200000; GO:003117; GO:005161; GO:008502	integral component of membrane;plasma membrane;membrane raft	GO:001602; GO:000588; GO:004512	"NA"	"NA"	molecular_function	GO:000367
XP_005663582.1;XP_001927895.1	XP_005663582.1;XP_001927895.1	XP_005663582.1 RNA-binding protein 8A isoform X2 [Sus scrofa];XP_001927895.1 RNA-binding protein 8A isoform X1 [Sus scrofa]	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6635800	NA	NA	NA	RBM8A	RBM8A;RBM8A;NA;NA;NA	regulation of translation;mRNA 3'-end processing;regulation of alternative mRNA splicing, via spliceosome;mRNA splicing, via spliceosome;RNA export from nucleus;nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	GO:000641; GO:003112; GO:000038; GO:000039; GO:000640; GO:000018	nucleoplasm;nuclear speck;dendrite;nucleus;exon-exon junction complex;cytoplasm;cytosol;neuronal cell body;catalytic step 2 spliceosome	GO:000565; GO:001660; GO:003042; GO:000563; GO:003514; GO:000573; GO:000582; GO:004302; GO:007101	 RNA transport; mRNA surveillance pathway; Spliceosome	hsa0301; hsa0301; hsa0304	RNA binding;mRNA binding;protein binding	GO:000372; GO:000372; GO:000551
XP_001927901.1	XP_001927901.1	XP_001927901.1 UV excision repair protein RAD23 homolog B [Sus scrofa]	10	10	10	121440000	126940000	142440000	138740000	113270000	118860000	143280000	123490000	115500000	117150000	132740000	71356000	108550000	130490000	138510000	122990000	115550000	116250000	NA	NA	NA	RAD23B	RAD23B;NA;NA;NA;NA	embryonic organ development;global genome nucleotide-excision repair;regulation of proteasomal ubiquitin-dependent protein catabolic process;proteasome-mediated ubiquitin-dependent protein catabolic process;nucleotide-excision repair, DNA damage recognition;protein folding;nucleotide-excision repair, preincision complex assembly;spermatogenesis;nucleotide-excision repair;protein deubiquitination;cellular response to interleukin-7	GO:004856; GO:007091; GO:003243; GO:004316; GO:000071; GO:000645; GO:000629; GO:000728; GO:000628; GO:001657; GO:009876	cytosol;XPC complex;proteasome complex;nucleus;nucleoplasm	GO:000582; GO:007194; GO:000050; GO:000563; GO:000565	 Protein processing in endoplasmic reticulum; Nucleotide excision repair	hsa0414; hsa0342	protein binding;damaged DNA binding;polyubiquitin binding;single-stranded DNA binding;proteasome binding;ubiquitin binding	GO:000551; GO:000368; GO:003159; GO:000369; GO:007062; GO:004313
XP_020955891.1;XP_005665664.1;XP_001927944.1	XP_020955891.1;XP_005665664.1;XP_001927944.1	XP_020955891.1 protein DEK [Sus scrofa];XP_005665664.1 protein DEK [Sus scrofa];XP_001927944.1 protein DEK [Sus scrofa]	5	5	5	0	15832000	13963000	0	0	24676000	0	0	13778000	22201000	14143000	13577000	20961000	21204000	0	21252000	18643000	18520000	NA	NA	NA	DEK	DEK;DEK;DEK;NA;NA	regulation of double-strand break repair;transcription from RNA polymerase II promoter;regulation of transcription from RNA polymerase II promoter;chromatin organization;regulation of double-strand break repair via nonhomologous end joining;viral genome replication;signal transduction;positive regulation of gene expression, epigenetic	GO:200077; GO:000636; GO:000635; GO:000632; GO:200103; GO:001907; GO:000716; GO:004581	contractile fiber;nucleoplasm;nucleus	GO:004329; GO:000565; GO:000563	"NA"	"NA"	DNA binding;RNA binding;histone binding	GO:000367; GO:000372; GO:004239
XP_001927971.1	XP_001927971.1	XP_001927971.1 prostaglandin E synthase 2 [Sus scrofa]	2	2	2	0	0	9569200	0	9207400	0	0	8090600	0	0	0	0	0	0	0	7607000	0	0	NA	NA	NA	PTGES2	PTGES2;NA;NA;NA;NA	neutrophil degranulation;cell redox homeostasis;electron transport chain;cyclooxygenase pathway;positive regulation of transcription, DNA-templated	GO:004331; GO:004545; GO:002290; GO:001937; GO:004589	integral component of membrane;perinuclear region of cytoplasm;cytosol;Golgi membrane;mitochondrion;extracellular region;azurophil granule lumen;nucleus	GO:001602; GO:004847; GO:000582; GO:000013; GO:000573; GO:000557; GO:003557; GO:000563	 Arachidonic acid metabolism; Metabolic pathways	hsa0059; hsa0110	prostaglandin-E synthase activity;protein binding;DNA binding;protein disulfide oxidoreductase activity;glutathione binding;electron carrier activity;lyase activity;heme binding	GO:005022; GO:000551; GO:000367; GO:001503; GO:004329; GO:000905; GO:001682; GO:002003
XP_001927992.1	XP_001927992.1	XP_001927992.1 lactoylglutathione lyase [Sus scrofa]	12	12	12	247300000	250250000	247490000	258640000	181920000	200070000	228130000	225260000	232200000	189020000	231500000	204040000	182970000	258110000	274080000	197850000	228310000	161610000	NA	NA	NA	GLO1	GLO1;NA;NA;NA;NA	methylglyoxal metabolic process;carbohydrate metabolic process;glutathione metabolic process;osteoclast differentiation;pyruvate metabolic process;regulation of transcription from RNA polymerase II promoter;negative regulation of apoptotic process	GO:000943; GO:000597; GO:000674; GO:003031; GO:000609; GO:000635; GO:004306	plasma membrane;extracellular exosome;cytoplasm;nucleus;cytosol	GO:000588; GO:007006; GO:000573; GO:000563; GO:000582	 Pyruvate metabolism	hsa0062	zinc ion binding;lactoylglutathione lyase activity	GO:000827; GO:000446
XP_001928025.1	XP_001928025.1	XP_001928025.1 proteasome subunit alpha type-3 [Sus scrofa]	10	10	10	132440000	124780000	137110000	125930000	128560000	116010000	159580000	133730000	133520000	110520000	147680000	119430000	115690000	130400000	159840000	126560000	126930000	119580000	NA	NA	NA	PSMA3	PSMA3;NA;NA;NA;NA	proteasomal ubiquitin-independent protein catabolic process;proteasomal protein catabolic process;post-translational protein modification;regulation of endopeptidase activity;protein deubiquitination;proteasome-mediated ubiquitin-dependent protein catabolic process;viral process	GO:001049; GO:001049; GO:004368; GO:005254; GO:001657; GO:004316; GO:001603	cytosol;cytoplasm;proteasome core complex, alpha-subunit complex;proteasome complex;synapse;extracellular exosome;nucleoplasm;proteasome core complex;nucleus	GO:000582; GO:000573; GO:001977; GO:000050; GO:004520; GO:007006; GO:000565; GO:000583; GO:000563	 Proteasome	hsa0305	threonine-type endopeptidase activity;endopeptidase activity;ubiquitin protein ligase binding;protein binding	GO:000429; GO:000417; GO:003162; GO:000551
XP_020954868.1;XP_001928049.1;XP_020954871.1;XP_001929155.3	XP_020954868.1;XP_001928049.1;XP_020954871.1	XP_020954868.1 GMP reductase 2 isoform X1 [Sus scrofa];XP_001928049.1 GMP reductase 2 isoform X1 [Sus scrofa];XP_020954871.1 GMP reductase 2 isoform X2 [Sus scrofa]	5	5	5	0	0	18299000	24935000	0	20192000	0	24795000	18022000	20763000	0	0	0	19800000	18700000	23893000	23503000	19789000	NA	NA	NA	GMPR2	GMPR2;GMPR2;GMPR2;NA;NA	purine nucleobase metabolic process;purine-containing compound salvage;GMP metabolic process;purine ribonucleotide interconversion;oxidation-reduction process	GO:000614; GO:004310; GO:004603; GO:001595; GO:005511	GMP reductase complex;cytosol	GO:190256; GO:000582	 Purine metabolism	hsa0023	GMP reductase activity;metal ion binding	GO:000392; GO:004687
XP_005671167.1;XP_001928060.1;XP_005671165.1;XP_001928050.2;XP_005671164.1;XP_020928242.1;XP_020928240.1;XP_020928239.1;XP_020928238.1;XP_020928237.1;XP_020928236.1;XP_020928235.1;XP_020928234.1;XP_020928233.1;XP_005671163.1;XP_020956132.1;XP_020956131.1;NP_999293.1;XP_020956130.1;XP_020956129.1;XP_020956128.1;XP_001928198.4;XP_005657294.1;XP_005657293.1;XP_003483429.1;XP_005657295.1	XP_005671167.1;XP_001928060.1;XP_005671165.1;XP_001928050.2;XP_005671164.1;XP_020928242.1;XP_020928240.1;XP_020928239.1;XP_020928238.1;XP_020928237.1;XP_020928236.1;XP_020928235.1;XP_020928234.1;XP_020928233.1;XP_005671163.1;XP_020956132.1;XP_020956131.1;NP_999293.1;XP_020956130.1;XP_020956129.1;XP_020956128.1	XP_005671167.1 serine/threonine-protein phosphatase 2B catalytic subunit beta isoform isoform X6 [Sus scrofa];XP_001928060.1 serine/threonine-protein phosphatase 2B catalytic subunit beta isoform isoform X5 [Sus scrofa];XP_005671165.1 serine/threonine-prot	5	5	5	0	0	0	22490000	14935000	0	0	0	25536000	0	0	0	17226000	21047000	0	22897000	25414000	25981000	NA	NA	NA	PPP3CA	PPP3CA;PPP3CA;PPP3CA;PPP3CA;PPP3CA	calcineurin-NFAT signaling cascade;G1/S transition of mitotic cell cycle;positive regulation of cell adhesion;calcineurin-mediated signaling;T cell activation;positive regulation of endocytosis;positive regulation of transcription from RNA polymerase II promoter;positive regulation of calcineurin-NFAT signaling cascade;cellular response to glucose stimulus;brain development;multicellular organismal response to stress;skeletal muscle fiber development;positive regulation of sequence-specific DNA binding transcription factor activity;response to calcium ion;protein import into nucleus;calcium ion transport;negative regulation of dendrite morphogenesis;excitatory postsynaptic potential;Wnt signaling pathway, calcium modulating pathway;protein dephosphorylation;positive regulation of cell migration;cellular response to drug;Fc-epsilon receptor signaling pathway;positive regulation of cardiac muscle hypertrophy in response to stress;response to amphetamine;transition between fast and slow fiber;cardiac muscle hypertrophy in response to stress;dephosphorylation;negative regulation of chromatin binding;skeletal muscle tissue regeneration;negative regulation of insulin secretion;negative regulation of production of miRNAs involved in gene silencing by miRNA;positive regulation of connective tissue replacement	GO:003317; GO:000008; GO:004578; GO:009772; GO:004211; GO:004580; GO:004594; GO:007088; GO:007133; GO:000742; GO:003355; GO:004874; GO:005109; GO:005159; GO:000660; GO:000681; GO:005077; GO:006007; GO:000722; GO:000647; GO:003033; GO:003569; GO:003809; GO:190324; GO:000197; GO:001488; GO:001489; GO:001631; GO:003556; GO:004340; GO:004667; GO:190379; GO:190520	mitochondrion;slit diaphragm;Z disc;Schaffer collateral - CA1 synapse;calcineurin complex;dendritic spine;glutamatergic synapse;cytoplasmic side of plasma membrane;cytoplasm;nucleoplasm;sarcolemma;cytosol	GO:000573; GO:003605; GO:003001; GO:009868; GO:000595; GO:004319; GO:009897; GO:000989; GO:000573; GO:000565; GO:004238; GO:000582	 Axon guidance; B cell receptor signaling pathway; Glutamatergic synapse; Oxytocin signaling pathway; Amyotrophic lateral sclerosis (ALS); Oocyte meiosis; VEGF signaling pathway; Natural killer cell mediated cytotoxicity; MAPK signaling pathway; Apoptosis; Amphetamine addiction; Calcium signaling pathway; Tuberculosis; Wnt signaling pathway; Osteoclast differentiation; HTLV-I infection	hsa0436; hsa0466; hsa0472; hsa0492; hsa0501; hsa0411; hsa0437; hsa0465; hsa0401; hsa0421; hsa0503; hsa0402; hsa0515; hsa0431; hsa0438; hsa0516	calmodulin-dependent protein phosphatase activity;protein binding;calcium ion binding;protein serine/threonine phosphatase activity;drug binding;cyclosporin A binding;protein dimerization activity;enzyme binding	GO:003319; GO:000551; GO:000550; GO:000472; GO:000814; GO:001601; GO:004698; GO:001989
