Majority protein IDs	gene_name	GO - Biological Process	GO - Cellular Component	GO - Molecular Function	KEGG Pathway Info
XP_020920642.1;XP_020920641.1;XP_020920640.1;XP_020920639.1	CUL2	GO:0007050 [Name: cell cycle arrest]; GO:0031146 [Name: SCF-dependent proteasomal ubiquitin-dependent protein catabolic process]; GO:0043687 [Name: post-translational protein modification]; GO:0043161 [Name: proteasome-mediated ubiquitin-dependent protein catabolic process]; GO:0097193 [Name: intrinsic apoptotic signaling pathway]; GO:0016567 [Name: protein ubiquitination]; GO:0006511 [Name: ubiquitin-dependent protein catabolic process]; GO:0016032 [Name: viral process]; GO:0008285 [Name: negative regulation of cell proliferation]; GO:0000082 [Name: G1/S transition of mitotic cell cycle]; GO:0061418 [Name: regulation of transcription from RNA polymerase II promoter in response to hypoxia]	GO:0030891 [Name: VCB complex]; GO:0031462 [Name: Cul2-RING ubiquitin ligase complex]; GO:0031461 [Name: cullin-RING ubiquitin ligase complex]; GO:0019005 [Name: SCF ubiquitin ligase complex]; GO:0005730 [Name: nucleolus]; GO:0005829 [Name: cytosol]; GO:0005654 [Name: nucleoplasm]	GO:0005515 [Name: protein binding]; GO:0031625 [Name: ubiquitin protein ligase binding]; GO:0061630 [Name: ubiquitin protein ligase activity]; GO:0044877 [Name: macromolecular complex binding]	hsa04066 [Pathway Title: HIF-1 signaling pathway]; hsa05200 [Pathway Title: Pathways in cancer]; hsa04120 [Pathway Title: Ubiquitin mediated proteolysis]; hsa05211 [Pathway Title: Renal cell carcinoma]
XP_020920649.1;XP_020920648.1;XP_013835762.1;XP_005668255.1;XP_005668254.1;XP_003482884.1;XP_020920650.1	NUDT5	GO:0006753 [Name: nucleoside phosphate metabolic process]; GO:1990966 [Name: ATP generation from poly-ADP-D-ribose]; GO:0019303 [Name: D-ribose catabolic process]; GO:0019693 [Name: ribose phosphate metabolic process]; GO:0034656 [Name: nucleobase-containing small molecule catabolic process]; GO:0009191 [Name: ribonucleoside diphosphate catabolic process]; GO:0006338 [Name: chromatin remodeling]; GO:0009117 [Name: nucleotide metabolic process]	GO:0005634 [Name: nucleus]; GO:0005829 [Name: cytosol]; GO:0070062 [Name: extracellular exosome]	GO:0000287 [Name: magnesium ion binding]; GO:0042803 [Name: protein homodimerization activity]; GO:0047631 [Name: ADP-ribose diphosphatase activity]; GO:0005515 [Name: protein binding]; GO:0030515 [Name: snoRNA binding]; GO:0050072 [Name: m7G(5')pppN diphosphatase activity]; GO:0019144 [Name: ADP-sugar diphosphatase activity]; GO:0016779 [Name: nucleotidyltransferase activity]; GO:0044715 [Name: 8-oxo-dGDP phosphatase activity]	hsa00230 [Pathway Title: Purine metabolism]
XP_020920661.1	ATP5F1C	GO:0006119 [Name: oxidative phosphorylation]; GO:0015986 [Name: ATP synthesis coupled proton transport]; GO:0042776 [Name: mitochondrial ATP synthesis coupled proton transport]; GO:0042407 [Name: cristae formation]; GO:0006754 [Name: ATP biosynthetic process]; GO:0099132 [Name: ATP hydrolysis coupled cation transmembrane transport]	"GO:0005739 [Name: mitochondrion]; GO:0005743 [Name: mitochondrial inner membrane]; GO:0005753 [Name: mitochondrial proton-transporting ATP synthase complex]; GO:0005759 [Name: mitochondrial matrix]; GO:0016020 [Name: membrane]; GO:0000275 [Name: mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)]"	"GO:0046933 [Name: proton-transporting ATP synthase activity, rotational mechanism]; GO:0016887 [Name: ATPase activity]; GO:0046961 [Name: proton-transporting ATPase activity, rotational mechanism]; GO:0022857 [Name: transmembrane transporter activity]; GO:0003723 [Name: RNA binding]"	hsa05010 [Pathway Title: Alzheimer's disease]; hsa05012 [Pathway Title: Parkinson's disease]; hsa00190 [Pathway Title: Oxidative phosphorylation]; hsa01100 [Pathway Title: Metabolic pathways]; hsa05016 [Pathway Title: Huntington's disease]
XP_020920663.1;XP_020920662.1	ATP5F1C	GO:0006119 [Name: oxidative phosphorylation]; GO:0015986 [Name: ATP synthesis coupled proton transport]; GO:0042776 [Name: mitochondrial ATP synthesis coupled proton transport]; GO:0042407 [Name: cristae formation]; GO:0006754 [Name: ATP biosynthetic process]; GO:0099132 [Name: ATP hydrolysis coupled cation transmembrane transport]	"GO:0005739 [Name: mitochondrion]; GO:0005743 [Name: mitochondrial inner membrane]; GO:0005753 [Name: mitochondrial proton-transporting ATP synthase complex]; GO:0005759 [Name: mitochondrial matrix]; GO:0016020 [Name: membrane]; GO:0000275 [Name: mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)]"	"GO:0046933 [Name: proton-transporting ATP synthase activity, rotational mechanism]; GO:0016887 [Name: ATPase activity]; GO:0046961 [Name: proton-transporting ATPase activity, rotational mechanism]; GO:0022857 [Name: transmembrane transporter activity]; GO:0003723 [Name: RNA binding]"	hsa05010 [Pathway Title: Alzheimer's disease]; hsa05012 [Pathway Title: Parkinson's disease]; hsa00190 [Pathway Title: Oxidative phosphorylation]; hsa01100 [Pathway Title: Metabolic pathways]; hsa05016 [Pathway Title: Huntington's disease]
XP_020920702.1;XP_020920701.1;XP_020920700.1;XP_020920711.1;XP_020920710.1;XP_020920709.1;XP_020920708.1;XP_020920707.1;XP_020920706.1;XP_020920705.1;XP_020920704.1;XP_020920703.1	TASOR2	-	GO:0005829 [Name: cytosol]; GO:0005654 [Name: nucleoplasm]; GO:0005634 [Name: nucleus]	GO:0005515 [Name: protein binding]	-
XP_020920725.1	PFKP	"GO:0006002 [Name: fructose 6-phosphate metabolic process]; GO:1990830 [Name: cellular response to leukemia inhibitory factor]; GO:0061621 [Name: canonical glycolysis]; GO:0030388 [Name: fructose 1,6-bisphosphate metabolic process]; GO:0006007 [Name: glucose catabolic process]"	GO:0005737 [Name: cytoplasm]; GO:0070062 [Name: extracellular exosome]; GO:0016020 [Name: membrane]; GO:0005829 [Name: cytosol]; GO:0005945 [Name: 6-phosphofructokinase complex]; GO:0005634 [Name: nucleus]	GO:0046872 [Name: metal ion binding]; GO:0005524 [Name: ATP binding]; GO:0070095 [Name: fructose-6-phosphate binding]; GO:0045296 [Name: cadherin binding]; GO:0016208 [Name: AMP binding]; GO:0044877 [Name: macromolecular complex binding]; GO:0003872 [Name: 6-phosphofructokinase activity]; GO:0048029 [Name: monosaccharide binding]	hsa00010 [Pathway Title: Glycolysis / Gluconeogenesis]; hsa03018 [Pathway Title: RNA degradation]; hsa00030 [Pathway Title: Pentose phosphate pathway]; hsa04152 [Pathway Title: AMPK signaling pathway]; hsa05230 [Pathway Title: Central carbon metabolism in cancer]; hsa01100 [Pathway Title: Metabolic pathways]; hsa04919 [Pathway Title: Thyroid hormone signaling pathway]; hsa01230 [Pathway Title: Biosynthesis of amino acids]; hsa00051 [Pathway Title: Fructose and mannose metabolism]; hsa01130 [Pathway Title: Biosynthesis of antibiotics]; hsa01200 [Pathway Title: Carbon metabolism]; hsa00052 [Pathway Title: Galactose metabolism]
XP_020920751.1;NP_001090973.1	HSPH1	GO:0006986 [Name: response to unfolded protein]; GO:0045345 [Name: positive regulation of MHC class I biosynthetic process]; GO:0051085 [Name: chaperone mediated protein folding requiring cofactor]; GO:1900034 [Name: regulation of cellular response to heat]; GO:0006898 [Name: receptor-mediated endocytosis]; GO:0050790 [Name: regulation of catalytic activity]; GO:0051135 [Name: positive regulation of NK T cell activation]	GO:0070062 [Name: extracellular exosome]; GO:0071682 [Name: endocytic vesicle lumen]; GO:0005634 [Name: nucleus]; GO:0005654 [Name: nucleoplasm]; GO:0032991 [Name: macromolecular complex]; GO:0005829 [Name: cytosol]; GO:0005874 [Name: microtubule]; GO:0005576 [Name: extracellular region]; GO:0005737 [Name: cytoplasm]	GO:0000774 [Name: adenyl-nucleotide exchange factor activity]; GO:0005524 [Name: ATP binding]; GO:0043014 [Name: alpha-tubulin binding]; GO:0005515 [Name: protein binding]	hsa04141 [Pathway Title: Protein processing in endoplasmic reticulum]
XP_020920809.1	PSAT1	GO:0008615 [Name: pyridoxine biosynthetic process]; GO:0006564 [Name: L-serine biosynthetic process]	GO:0005829 [Name: cytosol]; GO:0070062 [Name: extracellular exosome]	GO:0004648 [Name: O-phospho-L-serine:2-oxoglutarate aminotransferase activity]	"hsa01100 [Pathway Title: Metabolic pathways]; hsa00750 [Pathway Title: Vitamin B6 metabolism]; hsa00260 [Pathway Title: Glycine, serine and threonine metabolism]; hsa01200 [Pathway Title: Carbon metabolism]; hsa01130 [Pathway Title: Biosynthesis of antibiotics]; hsa01230 [Pathway Title: Biosynthesis of amino acids]"
XP_020920817.1;XP_020920816.1;XP_013835877.1;NP_001157473.1	ALOX5AP	GO:0098869 [Name: cellular oxidant detoxification]; GO:0071277 [Name: cellular response to calcium ion]; GO:0019370 [Name: leukotriene biosynthetic process]; GO:0043085 [Name: positive regulation of catalytic activity]; GO:0070207 [Name: protein homotrimerization]	GO:0016020 [Name: membrane]; GO:0005789 [Name: endoplasmic reticulum membrane]; GO:0005783 [Name: endoplasmic reticulum]; GO:0005635 [Name: nuclear envelope]; GO:0031965 [Name: nuclear membrane]; GO:0016021 [Name: integral component of membrane]	GO:0050544 [Name: arachidonic acid binding]; GO:0047485 [Name: protein N-terminus binding]; GO:0004602 [Name: glutathione peroxidase activity]; GO:0004364 [Name: glutathione transferase activity]; GO:0004464 [Name: leukotriene-C4 synthase activity]; GO:0008047 [Name: enzyme activator activity]; GO:0005515 [Name: protein binding]	-
XP_020920819.1;XP_020920818.1;XP_005668375.2;XP_005668374.2;XP_005668373.2;NP_001004034.1	HMGB1	"GO:0032392 [Name: DNA geometric change]; GO:0032502 [Name: developmental process]; GO:0032760 [Name: positive regulation of tumor necrosis factor production]; GO:0043065 [Name: positive regulation of apoptotic process]; GO:0043312 [Name: neutrophil degranulation]; GO:0045063 [Name: T-helper 1 cell differentiation]; GO:0051106 [Name: positive regulation of DNA ligation]; GO:0060326 [Name: cell chemotaxis]; GO:0006265 [Name: DNA topological change]; GO:0006357 [Name: regulation of transcription from RNA polymerase II promoter]; GO:0017055 [Name: negative regulation of RNA polymerase II transcriptional preinitiation complex assembly]; GO:0050716 [Name: positive regulation of interleukin-1 secretion]; GO:0050918 [Name: positive chemotaxis]; GO:0051103 [Name: DNA ligation involved in DNA repair]; GO:0097350 [Name: neutrophil clearance]; GO:1905564 [Name: positive regulation of vascular endothelial cell proliferation]; GO:0006914 [Name: autophagy]; GO:0032425 [Name: positive regulation of mismatch repair]; GO:0043536 [Name: positive regulation of blood vessel endothelial cell migration]; GO:0050718 [Name: positive regulation of interleukin-1 beta secretion]; GO:1990774 [Name: tumor necrosis factor secretion]; GO:2000426 [Name: negative regulation of apoptotic cell clearance]; GO:0010508 [Name: positive regulation of autophagy]; GO:0032733 [Name: positive regulation of interleukin-10 production]; GO:0043280 [Name: positive regulation of cysteine-type endopeptidase activity involved in apoptotic process]; GO:0043388 [Name: positive regulation of DNA binding]; GO:0000122 [Name: negative regulation of transcription from RNA polymerase II promoter]; GO:0031175 [Name: neuron projection development]; GO:0032072 [Name: regulation of restriction endodeoxyribonuclease activity]; GO:0043371 [Name: negative regulation of CD4-positive, alpha-beta T cell differentiation]; GO:0045089 [Name: positive regulation of innate immune response]; GO:0071222 [Name: cellular response to lipopolysaccharide]; GO:1901224 [Name: positive regulation of NIK/NF-kappaB signaling]; GO:2001200 [Name: positive regulation of dendritic cell differentiation]; GO:0006310 [Name: DNA recombination]; GO:0006338 [Name: chromatin remodeling]; GO:0010506 [Name: regulation of autophagy]; GO:0032735 [Name: positive regulation of interleukin-12 production]; GO:0034165 [Name: positive regulation of toll-like receptor 9 signaling pathway]; GO:0035711 [Name: T-helper 1 cell activation]; GO:0042104 [Name: positive regulation of activated T cell proliferation]; GO:1902741 [Name: positive regulation of interferon-alpha secretion]; GO:2000778 [Name: positive regulation of interleukin-6 secretion]; GO:0001773 [Name: myeloid dendritic cell activation]; GO:0002218 [Name: activation of innate immune response]; GO:0002224 [Name: toll-like receptor signaling pathway]; GO:0002407 [Name: dendritic cell chemotaxis]; GO:0002643 [Name: regulation of tolerance induction]; GO:0006954 [Name: inflammatory response]; GO:0010469 [Name: regulation of receptor activity]; GO:0032755 [Name: positive regulation of interleukin-6 production]; GO:0033151 [Name: V(D)J recombination]; GO:0043277 [Name: apoptotic cell clearance]; GO:0045944 [Name: positive regulation of transcription from RNA polymerase II promoter]; GO:0070374 [Name: positive regulation of ERK1 and ERK2 cascade]; GO:0002437 [Name: inflammatory response to antigenic stimulus]; GO:0002840 [Name: regulation of T cell mediated immune response to tumor cell]; GO:0006309 [Name: apoptotic DNA fragmentation]; GO:0006342 [Name: chromatin silencing]; GO:0007204 [Name: positive regulation of cytosolic calcium ion concentration]; GO:0032689 [Name: negative regulation of interferon-gamma production]; GO:0043410 [Name: positive regulation of MAPK cascade]; GO:0043537 [Name: negative regulation of blood vessel endothelial cell migration]; GO:0045087 [Name: innate immune response]; GO:0046330 [Name: positive regulation of JNK cascade]; GO:0090026 [Name: positive regulation of monocyte chemotaxis]"	GO:0005634 [Name: nucleus]; GO:0005576 [Name: extracellular region]; GO:0035868 [Name: alphav-beta3 integrin-HMGB1 complex]; GO:0005768 [Name: endosome]; GO:0005793 [Name: endoplasmic reticulum-Golgi intermediate compartment]; GO:0000793 [Name: condensed chromosome]; GO:0009986 [Name: cell surface]; GO:0005654 [Name: nucleoplasm]; GO:0000790 [Name: nuclear chromatin]; GO:0005615 [Name: extracellular space]; GO:0005737 [Name: cytoplasm]; GO:0017053 [Name: transcriptional repressor complex]; GO:0034774 [Name: secretory granule lumen]; GO:1904813 [Name: ficolin-1-rich granule lumen]	"GO:0001786 [Name: phosphatidylserine binding]; GO:0005125 [Name: cytokine activity]; GO:0042056 [Name: chemoattractant activity]; GO:0000400 [Name: four-way junction DNA binding]; GO:0001530 [Name: lipopolysaccharide binding]; GO:0008301 [Name: DNA binding, bending]; GO:0097100 [Name: supercoiled DNA binding]; GO:0003690 [Name: double-stranded DNA binding]; GO:0003723 [Name: RNA binding]; GO:0044212 [Name: transcription regulatory region DNA binding]; GO:0016829 [Name: lyase activity]; GO:0000405 [Name: bubble DNA binding]; GO:0005178 [Name: integrin binding]; GO:0019958 [Name: C-X-C chemokine binding]; GO:0050786 [Name: RAGE receptor binding]; GO:0003684 [Name: damaged DNA binding]; GO:0003713 [Name: transcription coactivator activity]; GO:0008134 [Name: transcription factor binding]; GO:0070491 [Name: repressing transcription factor binding]; GO:0003697 [Name: single-stranded DNA binding]; GO:0070182 [Name: DNA polymerase binding]; GO:0005515 [Name: protein binding]"	hsa03410 [Pathway Title: Base excision repair]
XP_020920826.1;NP_001070695.1	UCHL3	GO:0006511 [Name: ubiquitin-dependent protein catabolic process]; GO:0016579 [Name: protein deubiquitination]; GO:0030163 [Name: protein catabolic process]; GO:0043687 [Name: post-translational protein modification]	GO:0005634 [Name: nucleus]; GO:0005737 [Name: cytoplasm]; GO:0005829 [Name: cytosol]	GO:0036459 [Name: thiol-dependent ubiquitinyl hydrolase activity]; GO:0004843 [Name: thiol-dependent ubiquitin-specific protease activity]; GO:0043130 [Name: ubiquitin binding]; GO:0019784 [Name: NEDD8-specific protease activity]; GO:0005515 [Name: protein binding]; GO:0008233 [Name: peptidase activity]	-
XP_020920924.1	UFM1	GO:1990592 [Name: protein K69-linked ufmylation]; GO:0033146 [Name: regulation of intracellular estrogen receptor signaling pathway]; GO:0007420 [Name: brain development]; GO:0034976 [Name: response to endoplasmic reticulum stress]; GO:0043066 [Name: negative regulation of apoptotic process]; GO:0071569 [Name: protein ufmylation]	GO:0005634 [Name: nucleus]; GO:0005783 [Name: endoplasmic reticulum]; GO:0005737 [Name: cytoplasm]	GO:0005515 [Name: protein binding]	-
XP_020920960.1;XP_020920962.1;XP_020920961.1	WDFY2	GO:0045600 [Name: positive regulation of fat cell differentiation]; GO:0001934 [Name: positive regulation of protein phosphorylation]	GO:0031982 [Name: vesicle]; GO:0005769 [Name: early endosome]	GO:0046872 [Name: metal ion binding]; GO:0005515 [Name: protein binding]	-
XP_020921031.1;XP_020921030.1	GPC6	"GO:0001523 [Name: retinoid metabolic process]; GO:0006024 [Name: glycosaminoglycan biosynthetic process]; GO:0009966 [Name: regulation of signal transduction]; GO:0060071 [Name: Wnt signaling pathway, planar cell polarity pathway]; GO:0016477 [Name: cell migration]; GO:0006027 [Name: glycosaminoglycan catabolic process]"	GO:0005886 [Name: plasma membrane]; GO:0046658 [Name: anchored component of plasma membrane]; GO:0005796 [Name: Golgi lumen]; GO:0005634 [Name: nucleus]; GO:0098978 [Name: glutamatergic synapse]; GO:0005615 [Name: extracellular space]; GO:0043202 [Name: lysosomal lumen]	"GO:1904929 [Name: coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway]; GO:0005515 [Name: protein binding]"	-
